Date,Close
38112.00,26.32
38111.00,26.32
38110.00,26.17
38107.00,25.85
38106.00,26.03
38105.00,27.44
38104.00,28.75
38103.00,28.8
38100.00,29.64
38099.00,29.35
38098.00,29.46
38097.00,28.99
38096.00,28.89
38093.00,28.6
38092.00,29.07
38091.00,29.15
38090.00,29.32
38089.00,30.05
38085.00,29.68
38084.00,29.3
38083.00,29.19
38082.00,28.99
38079.00,28.7
38078.00,28.58
38077.00,28.19
38076.00,27.71
38075.00,27.81
38072.00,27.15
38071.00,27.34
38070.00,26.95
38069.00,27.15
38068.00,26.57
38065.00,27.15
38064.00,27.22
38063.00,27.39
38062.00,26.45
38061.00,26.07
38058.00,26.37
38057.00,26.88
38056.00,26.9
38055.00,27.74
38054.00,27.95
38051.00,28.64
38050.00,28.5
38049.00,27.95
38048.00,28.14
38047.00,27.92
38044.00,27.62
38043.00,26.97
38042.00,27.06
38041.00,26.87
38040.00,27.21
38037.00,27.4
38036.00,27.88
38035.00,27.95
38034.00,28.46
38030.00,28.16
38029.00,28.04
38028.00,28.35
38027.00,27.7
38026.00,27.44
38023.00,27.14
38022.00,26.4
38021.00,26.01
38020.00,26.33
38019.00,26.73
38016.00,26.58
38015.00,26.7
38014.00,26.75
38013.00,26.79
38012.00,27.8
38009.00,27.2
38008.00,27.77
38007.00,27.28
38006.00,26.78
38002.00,26.42
38001.00,26.29
38000.00,26.5
37999.00,26.2
37998.00,26.75
37995.00,26.1
37994.00,25.74
37993.00,25.55
37992.00,25.45
37991.00,25.85
37988.00,25.7
37986.00,25.04
37985.00,24.94
37984.00,24.44
37981.00,24.17
37979.00,24.25
37978.00,24.3
37977.00,24.46
37974.00,24.65
37973.00,24.82
37972.00,24.3
37971.00,24.74
37970.00,24.87
37967.00,24.83
37966.00,24.73
37965.00,24
37964.00,23.62
37963.00,24.07
37960.00,23.79
37959.00,24.66
37958.00,24.51
37957.00,24.62
37956.00,24.82
37953.00,23.67
37951.00,23.4
37950.00,23.27
37949.00,23.08
37946.00,23.29
37945.00,23.26
37944.00,23.75
37943.00,24.25
37942.00,24.13
37939.00,24.98
37938.00,25.26
37937.00,24.94
37936.00,24.38
37935.00,24.56
37932.00,24.76
37931.00,24.25
37930.00,24.87
37929.00,24.27
37928.00,24.32
37925.00,24.19
37924.00,24.29
37923.00,23.99
37922.00,23.65
37921.00,23.3
37918.00,22.53
37917.00,22.9
37916.00,23.55
37915.00,23.93
37914.00,23.7
37911.00,23.3
37910.00,23.66
37909.00,23.32
37908.00,23.94
37907.00,24.39
37904.00,23.95
37903.00,23.16
37902.00,22.55
37901.00,22.92
37900.00,23.17
37897.00,23.21
37896.00,22.7
37895.00,22.29
37894.00,21.35
37893.00,21.67
37890.00,21.54
37889.00,21.79
37888.00,21.92
37887.00,22.35
37886.00,22.01
37883.00,22.95
37882.00,23.49
37881.00,23.51
37880.00,23.59
37879.00,22.86
37876.00,23.02
37875.00,23.5
37874.00,23.05
37873.00,23.3
37872.00,23.84
37869.00,23.54
37868.00,23.69
37867.00,23.56
37866.00,23.75
37862.00,23.39
37861.00,23.05
37860.00,23.23
37859.00,23.27
37858.00,23.29
37855.00,23.35
37854.00,23.65
37853.00,22.79
37852.00,22.7
37851.00,22.5
37848.00,22.4
37847.00,22.25
37846.00,21.48
37845.00,21.05
37844.00,21.41
37841.00,21.34
37840.00,21.61
37839.00,21.48
37838.00,21.78
37837.00,21.95
37834.00,22.13
37833.00,21.7
37832.00,22.13
37831.00,22.3
37830.00,22
37827.00,21.95
37826.00,21.53
37825.00,21.13
37824.00,21.45
37823.00,20.81
37820.00,21.4
37819.00,21.3
37818.00,22
37817.00,21.81
37816.00,22.5
37813.00,21.61
37812.00,21.27
37811.00,21.9
37810.00,21.99
37809.00,21.25
37805.00,20.91
37804.00,20.76
37803.00,20.2
37802.00,19.99
37799.00,20.19
37798.00,20.48
37797.00,19.95
37796.00,19.73
37795.00,19.8
37792.00,20.38
37791.00,20.6
37790.00,20.33
37789.00,20.05
37788.00,19.96
37785.00,19.52
37784.00,19.68
37783.00,19.59
37782.00,19.48
37781.00,18.99
37778.00,19.12
37777.00,19.07
37776.00,19
37775.00,18.62
37774.00,18.91
37771.00,18.5
37770.00,18.34
37769.00,18.33
37768.00,18.19
37764.00,17.85
37763.00,17.65
37762.00,17.44
37761.00,17.62
37760.00,17.3
37757.00,17.86
37756.00,18.34
37755.00,17.8
37754.00,18.08
37753.00,18.92
37750.00,18.4
37749.00,18.05
37748.00,18.15
37747.00,17.87
37746.00,17.45
37743.00,17.46
37742.00,17.29
37741.00,17.27
37740.00,17.2
37739.00,16.61
37736.00,16.06
37735.00,16.75
37734.00,17.35
37733.00,17.6
37732.00,18.14
37728.00,18
37727.00,17.8
37726.00,17.52
37725.00,17.18
37722.00,16.65
37721.00,16.41
37720.00,15.8
37719.00,16.14
37718.00,16.26
37715.00,15.69
37714.00,15.35
37713.00,15.62
37712.00,15.26
37711.00,15.02
37708.00,15.78
37707.00,15.77
37706.00,16.04
37705.00,15.95
37704.00,16.05
37701.00,16.95
37700.00,16.5
37699.00,15.59
37698.00,15.57
37697.00,15.39
37694.00,15.53
37693.00,15.85
37692.00,15.07
37691.00,15.07
37690.00,15.43
37687.00,15.99
37686.00,16
37685.00,16.37
37684.00,16.8
37683.00,17.36
37680.00,16.99
37679.00,17.34
37678.00,17.24
37677.00,17.6
37676.00,17.93
37673.00,17.89
37672.00,17.8
37671.00,17.51
37670.00,17.61
37666.00,17.01
37665.00,16.6
37664.00,16.92
37663.00,16.58
37662.00,16.99
37659.00,16.97
37658.00,17.4
37657.00,17.8
37656.00,17.66
37655.00,18.07
37652.00,17.63
37651.00,17.36
37650.00,17.6
37649.00,18.24
37648.00,17.5
37645.00,17.81
37644.00,19.01
37643.00,18.4
37642.00,18.78
37638.00,18.68
37637.00,19.32
37636.00,19.1
37635.00,19.69
37634.00,19.38
37631.00,18.77
37630.00,19.15
37629.00,19.15
37628.00,19.45
37627.00,20.19
37624.00,19.65
37623.00,18.78
37621.00,18.35
37620.00,18.38
37617.00,18.33
37616.00,19.02
37614.00,19.2
37613.00,19.79
37610.00,20.29
37609.00,20.11
37608.00,20.09
37607.00,20.33
37606.00,20.26
37603.00,20.28
37602.00,20.31
37601.00,19.94
37600.00,20.08
37599.00,19.7
37596.00,20.3
37595.00,20.34
37594.00,20.05
37593.00,21.18
37592.00,21.32
37589.00,21.2
37587.00,21.3
37586.00,20.26
37585.00,20.74
37582.00,20.74
37581.00,20.21
37580.00,19.99
37579.00,19.53
37578.00,19.41
37575.00,19.77
37574.00,19.49
37573.00,19.47
37572.00,19.32
37571.00,19.45
37568.00,19.9
37567.00,19.75
37566.00,19.3
37565.00,19.59
37564.00,19.56
37561.00,18.54
37560.00,18.84
37559.00,18.86
37558.00,19.06
37557.00,19.01
37554.00,18.57
37553.00,18.3
37552.00,18.49
37551.00,17.82
37550.00,18.7
37547.00,18.81
37546.00,18.41
37545.00,17.5
37544.00,18.08
37543.00,16.75
37540.00,16.81
37539.00,16.42
37538.00,16.53
37537.00,17.49
37536.00,17.13
37533.00,17.66
37532.00,17.75
37531.00,17.96
37530.00,18.43
37529.00,17.51
37526.00,18.35
37525.00,18.95
37524.00,18.96
37523.00,18.52
37522.00,18.71
37519.00,19.96
37518.00,20
37517.00,20.2
37516.00,20.11
37515.00,19.99
37512.00,20.69
37511.00,20.91
37510.00,20.97
37509.00,20.72
37508.00,20.25
37505.00,20.65
37504.00,20.65
37503.00,20.81
37502.00,20.84
37498.00,21.04
37497.00,20.6
37496.00,20.35
37495.00,20.71
37494.00,21.22
37491.00,21.06
37490.00,21.63
37489.00,21.99
37488.00,21.16
37487.00,21.05
37484.00,20.77
37483.00,20.91
37482.00,21.09
37481.00,20.08
37480.00,19.62
37477.00,19.71
37476.00,20.09
37475.00,19.6
37474.00,19.38
37473.00,18.76
37470.00,19.65
37469.00,19.96
37468.00,20.25
37467.00,20.94
37466.00,21.06
37463.00,20.15
37462.00,20.94
37461.00,22.4
37460.00,21.7
37459.00,21
37456.00,21.86
37455.00,22.74
37454.00,22.85
37453.00,22.5
37452.00,23.2
37449.00,23.32
37448.00,23.03
37447.00,23.35
37446.00,23.61
37445.00,23.12
37442.00,23.34
37440.00,21.57
37439.00,21.04
37438.00,21.42
37435.00,21.89
37434.00,21.3
37433.00,20.99
37432.00,21.85
37431.00,22.64
37428.00,22.06
37427.00,22.35
37426.00,22.13
37425.00,23.74
37424.00,23.54
37421.00,23.07
37420.00,23.65
37419.00,23.84
37418.00,23.41
37417.00,23.49
37414.00,22.93
37413.00,23.2
37412.00,23.6
37411.00,23.43
37410.00,22.59
37407.00,23.03
37406.00,23.36
37405.00,23.66
37404.00,24.08
37400.00,23.89
37399.00,23.71
37398.00,23.79
37397.00,22.91
37396.00,23.75
37393.00,24.28
37392.00,23.3
37391.00,23.32
37390.00,22.94
37389.00,22.15
37386.00,21.72
37385.00,22.85
37384.00,23.34
37383.00,21.7
37382.00,21.04
37379.00,22.5
37378.00,22.74
37377.00,22.45
37376.00,22.54
37375.00,21.78
37372.00,23
37371.00,23.35
37370.00,24.2
37369.00,24.3
37368.00,23.66
37365.00,23.91
37364.00,24
37363.00,24.2
37362.00,23.45
37361.00,22.63
37358.00,21.75
37357.00,21.1
37356.00,21.49
37355.00,21.92
37354.00,22.81
37351.00,23.53
37350.00,23.29
37349.00,23.15
37348.00,23.02
37347.00,22.56
37343.00,22.95
37342.00,23.19
37341.00,22.59
37340.00,22.25
37337.00,22.78
37336.00,22.4
37335.00,22.3
37334.00,23.15
37333.00,22.44
37330.00,22.42
37329.00,22.26
37328.00,21.91
37327.00,21.9
37326.00,21.55
37323.00,21.51
37322.00,21.54
37321.00,21.98
37320.00,21.74
37319.00,21.93
37316.00,21.8
37315.00,21.28
37314.00,21.21
37313.00,20.99
37312.00,20.94
37309.00,20.65
37308.00,20.1
37307.00,20.15
37306.00,19.92
37302.00,20.05
37301.00,20.55
37300.00,19.3
37299.00,19.11
37298.00,19.18
37295.00,18.93
37294.00,18.6
37293.00,18.9
37292.00,18.83
37291.00,18.36
37288.00,18.97
37287.00,19.19
37286.00,19.34
37285.00,19.43
37284.00,20.12
37281.00,19.79
37280.00,19.34
37279.00,18.74
37278.00,18.29
37274.00,18.1
37273.00,18.33
37272.00,18
37271.00,18.55
37270.00,19.03
37267.00,18.49
37266.00,18.64
37265.00,19.39
37264.00,18.99
37263.00,19.32
37260.00,19.57
37259.00,18.69
37258.00,18.43
37256.00,17.71
37253.00,17.36
37252.00,16.89
37251.00,16.53
37249.00,16.33
37246.00,16.46
37245.00,16.71
37244.00,16.41
37243.00,16.85
37242.00,16.73
37239.00,17.01
37238.00,17.67
37237.00,17.73
37236.00,17.42
37235.00,17.38
37232.00,18.36
37231.00,17.84
37230.00,18.33
37229.00,16.7
37228.00,16.45
37225.00,16.26
37224.00,15.9
37223.00,15.76
37222.00,17.18
37221.00,17.27
37218.00,16.37
37216.00,15.46
37215.00,15.38
37214.00,15.84
37211.00,15.27
37210.00,15.34
37209.00,15.42
37208.00,15.03
37207.00,14.63
37204.00,14.34
37203.00,14.05
37202.00,13.8
37201.00,13.7
37200.00,13.69
37197.00,13.49
37196.00,13.53
37195.00,12.82
37194.00,12.73
37193.00,13.1
37190.00,13.23
37189.00,13.11
37188.00,13.09
37187.00,12.41
37186.00,12.3
37183.00,12.3
37182.00,12.43
37181.00,12.31
37180.00,12.42
37179.00,12.22
37176.00,12.25
37175.00,12.3
37174.00,11.8
37173.00,11.61
37172.00,11.44
37169.00,11.59
37168.00,11.73
37167.00,11.5
37166.00,11.13
37165.00,11.07
37162.00,11.01
37161.00,10.85
37160.00,10.96
37159.00,10.95
37158.00,11.49
37155.00,10.95
37154.00,10.81
37153.00,11.56
37152.00,11.53
37151.00,11.3
37144.00,13.53
37141.00,13.21
37140.00,13.2
37139.00,13.43
37138.00,13.4
37134.00,13.2
37133.00,13.54
37132.00,13.58
37131.00,14.03
37130.00,13.96
37127.00,13.89
37126.00,13.8
37125.00,13.94
37124.00,13.61
37123.00,13.94
37120.00,13.84
37119.00,14.23
37118.00,14.02
37117.00,13.97
37116.00,13.87
37113.00,13.45
37112.00,13.48
37111.00,13.91
37110.00,13.82
37109.00,13.71
37106.00,14.09
37105.00,14.03
37104.00,13.83
37103.00,13.1
37102.00,12.89
37099.00,13.18
37098.00,12.97
37097.00,12.78
37096.00,12.3
37095.00,12.54
37092.00,12.86
37091.00,12.94
37090.00,12.72
37089.00,13
37088.00,12.91
37085.00,13.1
37084.00,13.4
37083.00,13.14
37082.00,13.25
37081.00,13.36
37078.00,13.75
37077.00,14.12
37075.00,14.12
37074.00,14.26
37071.00,14.29
37070.00,14.65
37069.00,13.81
37068.00,13.95
37067.00,14.2
37064.00,14.2
37063.00,14.3
37062.00,14.25
37061.00,14.15
37060.00,14.61
37057.00,14.82
37056.00,14.45
37055.00,14.95
37054.00,14.56
37053.00,14.79
37050.00,15.07
37049.00,14.78
37048.00,14.5
37047.00,14.54
37046.00,14.91
37043.00,14.82
37042.00,15.07
37041.00,14.85
37040.00,15.27
37036.00,15.05
37035.00,15.29
37034.00,15.24
37033.00,15
37032.00,15.36
37029.00,14.63
37028.00,14.66
37027.00,14.24
37026.00,13.87
37025.00,14.1
37022.00,14.28
37021.00,14.1
37020.00,14.1
37019.00,14.52
37018.00,14.55
37015.00,14.5
37014.00,14.4
37013.00,14.29
37012.00,14.27
37011.00,14.01
37008.00,13.16
37007.00,13.6
37006.00,13.85
37005.00,13.5
37004.00,13.1
37001.00,13.27
37000.00,13.8
36999.00,13.81
36998.00,12.43
36997.00,11.85
36993.00,12.34
36992.00,11.99
36991.00,11.55
36990.00,11.41
36987.00,11.6
36986.00,11.6
36985.00,11.01
36984.00,11.31
36983.00,11.85
36980.00,12.24
36979.00,12.29
36978.00,12.2
36977.00,12.73
36976.00,12.97
36973.00,12.93
36972.00,12.24
36971.00,12.12
36970.00,12
36969.00,12.7
36966.00,12.99
36965.00,12.99
36964.00,12.7
36963.00,12.85
36962.00,12.55
36959.00,13.27
36958.00,13.95
36957.00,13.85
36956.00,14
36955.00,13.75
36952.00,13.52
36951.00,14
36950.00,13.77
36949.00,14.2
36948.00,14.58
36945.00,14.25
36944.00,14.3
36943.00,14.72
36942.00,15.1
36938.00,14.65
36937.00,15.27
36936.00,15.04
36935.00,14.57
36934.00,14.69
36931.00,14.64
36930.00,14.53
36929.00,14.15
36928.00,14.39
36927.00,14.15
36924.00,15.03
36923.00,14.96
36922.00,15.1
36921.00,14.41
36920.00,14.65
36917.00,14.19
36916.00,15.5
36915.00,15.94
36914.00,15.88
36913.00,15.31
36910.00,15.25
36909.00,15
36908.00,14.75
36907.00,14.19
36903.00,14.5
36902.00,14
36901.00,13.75
36900.00,14.63
36899.00,14.5
36896.00,13.94
36895.00,13.44
36894.00,13.81
36893.00,12.44
36889.00,12.25
36888.00,12.31
36887.00,12
36886.00,12.25
36882.00,12.38
36881.00,12.75
36880.00,12.88
36879.00,13.25
36878.00,13.75
36875.00,13.19
36874.00,13.75
36873.00,14.06
36872.00,13.5
36871.00,14.13
36868.00,13.75
36867.00,13.25
36866.00,12.88
36865.00,13.25
36864.00,12.44
36861.00,12.81
36860.00,12.63
36859.00,12.75
36858.00,13.63
36857.00,14.13
36854.00,13.5
36852.00,13.56
36851.00,13.5
36850.00,14.13
36847.00,14.75
36846.00,14.75
36845.00,14.88
36844.00,14.88
36843.00,14.38
36840.00,15
36839.00,14.88
36838.00,14.5
36837.00,14.75
36836.00,15
36833.00,15.19
36832.00,14.94
36831.00,14.31
36830.00,13.69
36829.00,13.19
36826.00,13.5
36825.00,13.69
36824.00,13.88
36823.00,14.44
36822.00,14.44
36819.00,14.56
36818.00,13.69
36817.00,13.25
36816.00,13.31
36815.00,14
36812.00,14
36811.00,13.75
36810.00,14.56
36809.00,15.31
36808.00,15
36805.00,15.88
36804.00,15.81
36803.00,15.75
36802.00,15.31
36801.00,15.31
36798.00,16.37
36797.00,16.31
36796.00,15.81
36795.00,15.5
36794.00,15.25
36791.00,14.75
36790.00,15.38
36789.00,15.88
36788.00,15.13
36787.00,15
36784.00,16.87
36783.00,17.25
36782.00,17.25
36781.00,17.5
36780.00,17.44
36777.00,17.25
36776.00,17.5
36775.00,17.87
36774.00,18.44
36770.00,18.81
36769.00,18.75
36768.00,19.81
36767.00,19.81
36766.00,19.69
36763.00,19
36762.00,19.12
36761.00,18.81
36760.00,19.5
36759.00,19.06
36756.00,19
36755.00,20.31
36754.00,19.94
36753.00,19.25
36752.00,19.44
36749.00,18.87
36748.00,19.19
36747.00,18.5
36746.00,17.37
36745.00,18
36742.00,18.62
36741.00,18.87
36740.00,18.87
36739.00,18.75
36738.00,18.44
36735.00,17.94
36734.00,19
36733.00,19.44
36732.00,19.56
36731.00,19.5
36728.00,20.5
36727.00,20.37
36726.00,20.69
36725.00,20.87
36724.00,21.5
36721.00,21.25
36720.00,21.94
36719.00,21.56
36718.00,21
36717.00,21.75
36714.00,22
36713.00,21.37
36712.00,21.37
36710.00,21.69
36707.00,21
36706.00,20.94
36705.00,21.19
36704.00,20.81
36703.00,20.75
36700.00,20.25
36699.00,20.12
36698.00,20.37
36697.00,20.62
36696.00,19.69
36693.00,19.5
36692.00,20
36691.00,21.62
36690.00,21.12
36689.00,22
36686.00,22.12
36685.00,20.25
36684.00,21.25
36683.00,20.75
36682.00,21
36679.00,20.5
36678.00,19.19
36677.00,19.25
36676.00,17.94
36672.00,16.94
36671.00,17.87
36670.00,17.69
36669.00,17.87
36668.00,17.44
36665.00,19.31
36664.00,19.25
36663.00,19.44
36662.00,19.81
36661.00,19.44
36658.00,19.69
